Type,Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
Guest Houses,ARALIYA INN,"NO:20/1B,SRI SUMANGALA MAWATHA,POLGAHAWELA",7,B,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.62592,7.291109
Guest Houses,SERGEANT HOUSE,"NO:381,MATARA ROAD,GANAHENA,UNAWATUNA,GALLE",5,A,Galle,Galle,Galle Divisional Secretariat,80.253185,6.006796
Guest Houses,OPULENT RIVER FACE HOTEL,"NO 166,KOSWATTA ROAD,NAWALA,RAJAGIRIYA",15,A,Colombo,Colombo,Colombo Divisional Secretariat,79.901574,6.901552
Guest Houses,RAJANAWA HERITAGE RESORT,"HILBURN WATTA,MARAPANA,RATHNAPURA",10,A,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,80.432552,6.664646
Guest Houses,SEVANA CITY HOTEL,"NO 84,PERADENIYA ROAD,KANDY",15,A,Kandy,Kandy,Kandy Divisional Secretariat,80.63163,7.291993
Guest Houses,PALMYRAH HOUSE,"THALAIMANNARAMA ROAD, KARISAL, MANNAR",5,A,Mannar,Jaffna,Manmunai North Divisional Secretariat,79.848231,9.064469
Guest Houses,DIYAMBA BEACH RESORT,"KANDAKULIYA BEACH ROAD,KANDAKULIYA,KALPITIYA.",8,B,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.713051,8.215804
Guest Houses,PURPLE SUN HOLIDAY RESORT,"NO 66/20,NEW RATHNAPURA ROAD,AVISSAWELLA",21,A,Colombo,Colombo,Hanwella,80.211651,6.947997
Guest Houses,LIVING HERITAGE KOSLANDA,"EGODAWATTE ESTATE,NAULLA,KOSLANDA,UVA",5,A,Badulla,Badulla,Badulla Divisional Secretariat,81.0215135,6.7299126
Guest Houses,COOP INN,NO 350 TRINCOMALEE ROAD BATTICALOA,12,B,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,81.690772,7.725563
Guest Houses,AMAGI BEACH,"BEACH ROAD,MARAWILA",10,A,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,79.81656,7.414444
Guest Houses,HOTEL SEE KANDY,"NO:38/14,RAJAPHILLA MAWATHA,KANDY",6,A,Kandy,Kandy,Kandy Divisional Secretariat,80.64072,7.287999
Guest Houses,MOONSTONE VILLAS,"336, MATARA ROAD, TANGALLE",7,B,Hambantota,Hambantota,Hambantota Divisional Secretariat,80.79178,6.019395
Guest Houses,MILTONS BEACH RESORT,"GANAHENA,UNAWATUNA",28,B,Galle,Galle,Habaraduwa Divisional Secretariat,80.253973,6.005965
Guest Houses,PEARL OCEANIC RESORT,"10/1,WARD NO 03,SAMPALTHIVU,TRINCOMALEE",8,A,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.222994,8.636459
Guest Houses,LOURDES INN HOTEL,"20/4,3RD LANE,MAGASTHOTHA,NUWARA ELIYA.",18,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.787634,6.946254
Guest Houses,HEAVEN SEVEN,"NO 24,HADON HILL ROAD,NUWARA ELIYA",11,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.765792,6.962279
Guest Houses,POLHENA REEF GARDEN HOTEL,"NO:30,BEACH ROAD,POLHENA,MATARA",18,B,Matara,Matara,Matara Divisional Secretariat,80.527084,5.937056
Guest Houses,SANCHARINA HOTEL,"156/41,WAJIRA ROAD,NAHENA,HUNUPITIYA,WATTALA",15,A,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,79.915357,6.984756
Guest Houses,THE M G S HOTEL,"NO:283/A2,PUBUDU MAWATHA, ELPITIYA",6,A,Galle,Galle,Elpitiya Divisional Secretariat,80.162979,6.286796
Guest Houses,ICE AGE HOTEL AND RESTURANT,"359,GALLE ROAD,BALAPITIYA",6,A,Galle,balapitiya,Balapitiya Divisional Secretariat,80.035357,6.267228
Guest Houses,HOTEL WEWALA BEACH,"NO. 380, GALLE ROAD, HIKKADUWA",20,A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.101644,6.130476
Guest Houses,HOTEL SUNRAY,"NO:117/8,ANAGARIKA DHARMAPALA MAWATHA,KANDY",19,A,Kandy,Kandy,Kandy Divisional Secretariat,80.648106,7.293095
Guest Houses,ROMAN BEACH,"777/2,THIRANAGAMA,HIKKADUWA",6,A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.11307,6.122217
Guest Houses,ROMAN LAKE,"GODAGEDARA ROAD,PATHEGAMA,BALAPITIYA",8,A,Galle,Galle,Galle Divisional Secretariat,80.047578,6.296625
Guest Houses,HOTEL WEDDING HOUSE HOLIDAY INN,"128/A , MAHABODI MAWATHA, KANDY ROAD, KADAWATHA",14,B,Gampaha,Mahara Pradeshiya Sabha,Gampaha Divisional Secretariat,80.085438,6.543719
Guest Houses,BAY VISTA HOTEL,"NO:227,MAIN STREET,ARUGAMBAY,ULLA,POTTUVIL",31,A,Ampara,Pottuvil,Pottuvil Divisional Secretariat,81.832278,6.841696
Guest Houses,MILANO GRAND NEW REST HOUSE,"50,KANDY ROAD,DAMBULLA",5,A,Matale,Chilaw Pradeshiya Sabha,Dambulla Divisional Secretariat,80.653394,7.886598
Guest Houses,NEW RAMADHA GUEST HOUSE,"BATTICALOA ROAD, KADURUWELA.",18,B,Polonnaruwa,Tamankaduwa Pradeshiya Sabha,Thamankaduwa Divisional Secretariat,81.02297,7.938499
Guest Houses,GAYA FAMILY RESORT,"NO 01,WALAW WATTA,MAWATHAGAMA",8,B,Kurunegala,Mawathagama Pradeshiya Sabha,Mawathagama Divisional Secretariat,80.447656,7.435825
Guest Houses,GRINDLAYS REGENCY,"RANWALA ROAD,ALAWATTE,ALAWWA",16,A,Kegalle,WARAKAPOLA,Warakapola Divisional Secretariat,80.243812,7.291324
Guest Houses,OMEEKA RESTAURANT AND HOTEL,"509/2A , SUSILARAMA ROAD, MALABE",5,A,Colombo,Colombo,Colombo Divisional Secretariat,79.964911,6.901956
Guest Houses,SHINY LAKESIDE RESORT,"MARAGAHA HENA,PUNCHI PATHANA,HIKKADUWA",13,A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.119331,6.141849
Guest Houses,SAMROSE HOTEL,"NO.83 POLHENA,MALLAWAGEDARA",5,B,Gampaha,Divulapitiya Pradeshiya Sabha,Divulapitiya Divisional Secretariat,80.021706,7.314503
Guest Houses,KALUNDEWA RETREAT,"KALUNDEWA RETREAT, DAMBULU OYA, DAMBULLA",6,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.678874,7.798901
Guest Houses,MELBOURNE TOURIST REST,"388/28, HARISCHANDRA MW, STAGE 1, ANURADHAPURA",10,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.41572,8.331264
Guest Houses,DICKMAN RESORT,"NO. 26/7, PORUTHOTA ROAD, NEGOMBO",10,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.843546,7.240904
Guest Houses,HOTEL LION NATURE,"DIMBULAMURAYA,ELLA ROAD,WELLAWAYA",7,A,Moneragala,Wellawaya,Moneragala Divisional Secretariat,81.099745,6.750513
Guest Houses,SERENE GRAND VILLA,"NO 38, RAJAPIHILLA MAWATHA, KANDY.",9,A,Kandy,Kandy,Kandy Divisional Secretariat,80.641494,7.286576
Guest Houses,ORIOLE VILLA,"324,WELLATOTA WATHTHA, KANAHINTOTA,BENTOTA",10,A,Galle,Galle,Benthota Divisional Secretariat,80.047826,6.388051
Guest Houses,NORFOLK HERITAGE AIRPORT VILLA,"55, LION CITY, 5TH LANE, KATUNAYAKE.",5,B,Gampaha,Seeduwa,Katana Divisional Secretariat,79.876476,7.152263
Guest Houses,THE SENARO HOLIDAY INN,"POLA PARA, 22 JUNCTION, JAYANTHIPURA, POLONNARUWA.",10,A,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.965229,7.985676
Guest Houses,ELEPHAS RESORT,"NO.47/B AUDANGAWA,KIMBISSA,SIGIRIYA.",16,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.734719,7.995286
Guest Houses,U.S. HOTEL,"855,HOSPITAL ROAD,JAFFNA.",20,A,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.025328,9.661277
Guest Houses,LANKA BEACH HOTEL,"NO.84/1, PALAGATHURE, KOCHCHIKADE.",15,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.842141,7.2502
Guest Houses,LAYA WAVES,"KALKUDAH,PASSIKUDAH.",8,A,Batticaloa,Batticaloa,Koralai Pattu Divisional Secretariat,81.568172,7.918173
Guest Houses,SANOGA RESORT,"MORAGASWEWA, HABARANA",5,B,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.78126,8.029151
Guest Houses,KITE BEACH VILLAS,"KUDAWA,KANDAKULIYA,KALPITIYA.",8,B,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.724361,8.226058
Guest Houses,MOUNT FIELD RESORT,"NO.166 KM POST, BADULLA ROAD, HALPE, BELIHULOYA.",21,A,Ratnapura,Balangoda,Imbulpe Divisional Secretariat,80.825858,6.737361
Guest Houses,PEARL RICH HOTEL & BANQUET HALL,"NO.727,COLOMBO ROAD,KADUGANNAWA",5,B,Kandy,Yatinuwara Pradeshiya Sabha,Yatinuwara Divisional Secretariat,80.535768,7.261431
Guest Houses,TRINCO BEACH HOTEL,"328, DYKE STREET, TRINCOMALEE",10,A,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.238617,8.567845
Guest Houses,RG'S DAWN AND DUSK,"NO.35,37,JAYA ROAD,COLOMBO 04",9,A,Colombo,Colombo,Colombo Divisional Secretariat,79.854959,6.886227
Guest Houses,SERENE KINGS VILLA,"NO.17,UDAPUSSELLA ROAD,NUWARAELIYA.",9,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.771035,6.966501
Guest Houses,SARAII,"RANDUNU KELLE WATTE,WEERAWILA,HAMBANTOTA.",14,B,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.228932,6.267036
Guest Houses,ZYLAN LUXURY VILLA.,"NO.115,ROSMEAD PLACE,COLOMBO 07.",8,A,Colombo,Colombo,Colombo Divisional Secretariat,79.874004,6.914302
Guest Houses,THE NATURE TRAILS.,"NO.144 B,MATARA ROAD,UNAWATUNA.",7,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.248002,6.018463
Guest Houses,SKY PAVILION,"NO:102/123,HEVAHETA ROAD,KANDY",5,A,Kandy,Kandy,Kandy Divisional Secretariat,80.654608,7.289745
Guest Houses,MOSVOLD VILLA,"38,WALHENGODA,AHANGAMA",8,A,Galle,Galle,Galle Divisional Secretariat,80.35341,5.976347
Guest Houses,GIMAN FREE BEACH RESORT,"KEERIKUDA,KAYANKERNI, NORTH PASSIKUDAH.",14,A,Batticaloa,Batticaloa,Koralai Pattu Divisional Secretariat,81.54014,7.986431
Guest Houses,THE SPICE TRAIL,"69TH, MILE POST, ARUGAMBAY, POTTUWIL",5,B,Ampara,Pottuvil,Pottuvil Divisional Secretariat,81.831108,6.848832
Guest Houses,BIRDS PARK,"WADAWA, WADAKADA, POLGAHAWELA",6,B,Kurunegala,Alawwa Pradeshiya Sabha,Alawwa Divisional Secretariat,80.259805,7.38372
Guest Houses,THEJAN BEACH CABANAS,"GALLE ROAD, YALEGAHA, INDURUWA",5,A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.0096,6.381882
Guest Houses,SENMIL HOLIDAY INN,"NIWASA PEDESA, LAXAPANA",7,B,Nuwara Eliya,Ginigathhena,Ambagamuwa Divisional Secretariat,80.489062,6.925742
Guest Houses,MUDUNA WALAWWA RESORT,"NO.451, SRIMATH KUDARATHWATTA MAWATHA, KANDY",10,A,Kandy,Kandy,GANGAWATA KORALAYA,80.616018,7.29102
Guest Houses,ATHULYA VILLAS,"PANABOKKE,GANHATA ROAD,WATTAPPOLA.",8,A,Kandy,Udunuwara Pradeshiya Sabha,Udunuwara Divisional Secretariat,80.547491,7.225436
Guest Houses,MAYA HOUSE,"MAYA HOUSE. ""OLD HOUSE"",ARANWELA,BELIATTA.",5,A,Hambantota,Hambantota,Beliatta Divisional Secretariat,80.7562,6.04275
Guest Houses,CEYLON TEA TRAILS,"DUNKELD BUNGALOW, DUNKELD ESTATE, DICKOYA",5,A,Nuwara Eliya,Ambagamuwa Pradeshiya Sabha,Ambagamuwa Divisional Secretariat,80.604018,6.834525
Guest Houses,LEIJAY RESORT,"NO :43,NEW LANE,MADAWALAMULLA,GALLE.",14,B,Galle,Galle,Galle Divisional Secretariat,80.214118,6.060452
Guest Houses,VILLA VIANA,"64 A/1,MODARAWELLA,MARAWILA.",8,B,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,79.81374,7.424294
Guest Houses,HANGTIME,"540, WALIGAMA BYOASS ROAD, WELIGAMA",8,B,Matara,Matara,Matara Divisional Secretariat,80.434862,5.972947
Guest Houses,RIDEE VILLA,"NO 321,PEELAGODA,UNAWATUNA.",14,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.2506822,6.009911
Guest Houses,VALLEE 69 ECO LEISURE,"237, WELIARAGODA, TISSAMAHARAMA",5,A,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.299924,6.289983
Guest Houses,ELLA FLOWER GARDEN AND RESORT,"THIRD MILE POST, PASSARA ROAD, ELLA",14,B,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.056488,6.870921
Guest Houses,HOTEL CHATHUNA,"167, BAR ROAD, BATTICALOA",12,B,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,81.699582,7.727078
Guest Houses,ROCK SIDE CABANAS,"668, MATARA ROAD, MIHIRIPENNA, TALPE",9,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.2648795,5.9997549
Guest Houses,FOUR TEESS REST INN,"STATION ROAD,THODDAVELI,ERUKKALAMPITY,MANNAR.",12,B,Mannar,Mannar,Mannar Town,79.866652,9.025378
Guest Houses,RESORT LIKE NO OTHER,"NO 410, LALITH KULASEKARA MAWATHA,UKGALBODA, GAMPAHA",9,A,Gampaha,Minuwangoda Pradeshiya Sabha,Minuwangoda Divisional Secretariat,79.951184,7.13904
Guest Houses,HOSANNA KITE BEACH RESORT,"KUDAWA, KANDAKULIYA, KALPITIYA",9,C,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.725885,8.225591
Guest Houses,GIMDULA HOTEL & RESTAURNT,"NO. 17/7, SAMIDHU MAWATHA, PAMUNUWILA, GONAWALA",23,A,Gampaha,Biyagama Pradeshiya Sabha,Biyagama Divisional Secretariat,79.926401,6.969543
Guest Houses,THE PEARL GUEST HOUSE,"NO13,PORUTOTA ROAD,ETHTHUKALA,NEGAMBO.",6,B,Gampaha,Negombo,Katana Divisional Secretariat,79.8684713,7.159232
Guest Houses,BLUE LOTUS GARDEN,"NO. 54 B, GORAKAPITIYA, PILIYANDALA",10,B,Colombo,Kesbewa,Kesbewa Divisional Secretariat,79.949708,6.817221
Guest Houses,DREAM GARDEN,"WHISKEY POINT, KODDUKAL, URANI, POTTUVIL",10,A,Ampara,Pottuvil,Pottuvil Divisional Secretariat,81.843111,6.902049
Guest Houses,VILLA MAHAKANDA,"428, MAHAKANDA, HINDAGALA, PERADENIYA",6,A,Kandy,Gagawata Koralya,Gagawata,80.61347,7.223908
Guest Houses,WE ESCAPE,"637, GALLE MATARA ROAD, PELENA",11,A,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.438673,5.974177
Guest Houses,DANADHEE JUNGLE REST,"PARAGALA, KURUWITA, THOPPIAHENA WATTA",12,A,Ratnapura,MC,Kuruvita Divisional Secretariat,80.396707,6.766477
Guest Houses,BENTHOTA HIGHRICH RIVER VIEW RESORT,"NO 97, RIVERSIDE ROAD, ALUTHGAMA",6,B,Kalutara,Aluthgama,Beruwala Divisional Secretariat,79.996745,6.432034
Guest Houses,MASTODON VALLEY SAFARI RESORT,"NO 16, KUMUDU, THANAMALVILA ROAD, UDAWALAWA",8,B,Ratnapura,Udawalawa,Embilipitiya Divisional Secretariat,80.808748,6.419872
Guest Houses,PAPERMOON KUDILS,"KANAGAR VILLAGE, URANI, POTTUVIL 25",20,B,Ampara,Pottuvil,Pottuvil Divisional Secretariat,81.843322,6.908028
Guest Houses,OSHADEE RIVER SIDE HOTEL,"BALAWINNA, PALLEBADDA",9,B,Ratnapura,Ratnapura,Godakawela Divisional Secretariat,80.6910768,6.4831592
Guest Houses,SEA SIDE TERRACE,"22/2, HOLY CROSS AVENUE, MORATUWA",10,B,Colombo,Moratuwa,Moratuwa Divisional Secretariat,79.878547,6.77857
Guest Houses,C NEGOMBO,"NO: 47, PORUTHOTA ROAD, KOCHCHIKADE",9,B,Gampaha,Negombo,Negombo Divisional Secretariat,79.857377,7.265322
Guest Houses,CULTURE RESORT,"24, BEACH ROAD, POLHENA, MATARA",8,A,Matara,Matara,Matara Divisional Secretariat,80.52699,5.936771
Guest Houses,DUWS WHITE HOUSE,"37/4, BEACH ROAD, MOUNT LAVINIA",10,A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.864697,6.842611
Guest Houses,HOTEL EURO LANKA,"29, MILAGIRIYA AVENUE, (MARINE DRIVE), COLOMBO 04",35,A,Colombo,Colombo,Colombo Divisional Secretariat,79.854286,6.888464
Guest Houses,THE VILLA DREAM HOLIDAYS,"NO 121,GIRIULLA ROAD,KANDAWALA,KATANA",11,A,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,79.894835,7.243119
Guest Houses,CEYBANK REST NUWARA-ELIYA,"BADULLA ROAD,NUWARA-ELIYA",19,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.766646,6.965541
Guest Houses,BOUGAINVILLEA RETREAT,"VICTORIA GOLF & COUNTRY RETREAT,RAJAWELLA,KANDY",19,A,Kandy,Kandy,Kandy Divisional Secretariat,80.775652,7.266985
Guest Houses,SORABORA VILLAGE INN,"SORABORA WEWA ROAD,MAHIYANGANAYA",18,B,Badulla,Mahiyanganaya Pradeshiya Sabha,Badulla Divisional Secretariat,80.996546,7.346332
Guest Houses,KIRINDA BEACH RESORT,"BEACH ROAD, NIDANGALAWELLA, KIRINDA, YALA",23,A,Hambantota,Hambantota,Thissamaharama Divisional Secretariat,81.325393,6.206688
Guest Houses,KK BEACH,"MATARA ROAD, HABARADUWA, GALLE.",6,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.30158,5.994056
Guest Houses,TRIPLE O SIX,"P.O.BOX 0006,BANDARAMULLA,MIRISSA.",21,A,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.469336,5.941095
Guest Houses,SEVEN ELEVEN HOTEL AND RESTAURANT,"154/1,,MININDU MAWATHA,,KESBEWA",14,A,Colombo,Kesbewa,Kesbewa Divisional Secretariat,79.940843,6.797702
Guest Houses,CEYLON SEA HOTEL,"NO-26 , VIJAYA ROAD,MEDAKETIYA,TANGALLE",18,A,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,80.799174,6.032124
Guest Houses,BALAJI OCEAN VIEW,"MAIN STREET,ARUGAMBAY,POTTUVIL.",20,A,Ampara,Pottuvil,Pottuvil Divisional Secretariat,81.832381,6.839237
Guest Houses,BLUE WHALE BEACH RESORT,"KANDAKULIYA,KALPITIYA.",15,A,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.7124594,8.2150047
Guest Houses,SAPPHIRE SEAS HOTEL,"SAPPHIRE SEAS HOTEL,GALLE ROAD, PATUWATHA, DODANDUWA,HIKKADUWA",11,A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.121175,6.116151
Guest Houses,SERENDIPITALY HOTEL,"37,GALLE ROAD,AKURALA, AMBALANGODA",5,A,Galle,Ambalangoda,Ambalangoda Divisional Secretariat,80.0606851,6.196545
Guest Houses,RANDILI HOTEL,"8 TH CROSS STREET,BORUPANA,RATMALANA",26,A,Colombo,Colombo,Colombo Divisional Secretariat,79.894521,6.818073
Guest Houses,THOTUPOLA WILD HOLIDAYS,"NO 70, DELTHARA, PILIYANDALA",11,A,Colombo,Kesbewa,Kesbewa Divisional Secretariat,79.939545,6.803543
Guest Houses,SANTANI,"ARATENNA ESTATE,WERAPITIYA,THELDENIYA,KANDY.",20,A,Kandy,Kandy,Medadumbara Divisional Secretariat,80.7381408,7.3577013
Guest Houses,AIRPORT CITY HUB HOTEL,"NO 3/C, GANGARAMA ROAD, KOVINNA, ADIAMBALAMA. KATUNAYAKE",22,A,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,79.899317,7.179248
Guest Houses,OASEY HOTEL AND REATAURANT,"OASEY HOTEL RESTAURANT , GALBADA, INDURUWA.",18,A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.0057502,6.3870994
Guest Houses,TERRACE GREEN HOTEL,"11/A ST. JUDE MAWATHA,ETTUKALA,NEGOMBO",10,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.842909,7.23766
Guest Houses,SANDRIANA LAKE VIEW,"NO: 09,,KEERTHI SRI RAJASINGHA MAWATHA,KANDY",15,A,Kandy,Kandy,Kandy Divisional Secretariat,80.6368268,7.2881025
Guest Houses,FROZEN VILLA,"FROZEN VILLA,RATHNAPURA ROAD,UDAGAMA, EMBILIPITIYA",12,A,Ratnapura,Embilipitiya,Embilipitiya Divisional Secretariat,80.841212,6.34133
Guest Houses,HOTEL CLARION,"NO 103, KANDY ROAD, KIRIBATHGODA",31,A,Gampaha,Kelaniya Pradeshiya Sabha,Gampaha Divisional Secretariat,79.9305473,6.983531
Guest Houses,LUSH LIFE VILLA,"TEMPLE ROAD,MEEPAWALA,PODDALA,GALLE.",11,A,Galle,Bope,Bope-Poddala Divisional Secretariat,80.215636,6.113541
Guest Houses,MOUNT BREEZE HOTEL,"22/5A,OFF DE SERAM ROAD,MT.LAVINIYA",24,A,Colombo,Moratuwa,Moratuwa Divisional Secretariat,79.8610934,6.8405724
Guest Houses,ARUGAMBAY ROCCOS,"MAIN SRTEET,ARUGAMBAY,POTTUVIL.",22,B,Ampara,Pottuvil,Pottuvil Divisional Secretariat,81.8289763,6.844204
Guest Houses,MAOYA RETREAT HOTEL,"PINNAWALA RIVER RANGE(BANGALA WATHTHA),ANDIRIMADA,HIRIWADUNNA,KEGALLE",17,A,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,80.3796686,7.3013359
Guest Houses,CEYLON CITY HOTEL,"NO. 11,UPATISSA ROAD,COLOMBO 04",37,A,Colombo,Colombo,Colombo Divisional Secretariat,79.853899,6.8897357
Guest Houses,WEWA ADDARA,"NO.54, KAYANWALA, SIGIRIYA,,",28,B,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.755848,7.939453
Guest Houses,KUMU BEACH,"670/5, DALLE ROAD, WELAGEDARA,BALAPITIYA, GALLE",10,A,Galle,balapitiya,Ambalangoda Divisional Secretariat,80.04036,6.278716
Guest Houses,CAMELLIA HILLS,"WILLIAM BUNGALOW,DICKOYA,HATTON, NUWARA ELIYA",5,A,Nuwara Eliya,Ginigathhena,Nuwara Eliya Divisional Secretariat,80.5693959,6.8610278
Heritage Bungalows,ELPITIYA WALAUWA,"ELPITIYA ESTATE,WELIGALLA.",5,B,Kandy,Gampola,Gampaha Divisional Secretariat,80.602462,7.190628
Heritage Bungalows,BROCKENHURST,"98, WATER FIELD DRIVE, NUWARA ELIYA",4,B,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.764033,6.981032
Heritage Bungalows,BETHANY 101,"101, COLOMBO ROAD, PUTTALAM.",6,B,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,79.830405,8.027126
Heritage Homes,ATAPATTU WALAWWA,"35/5, ATAPATTU WALAWWA, LOWER DICKSON ROAD, GALLE",7,B,Galle,Galle,Galle Divisional Secretariat,80.217628,6.038721
Heritage Homes,WILWATTE WALAWWA,"WILWATTE WALAWWA, WILWATTE, MIRIGAMA",1,A,Gampaha,mirigama,Mirigama Divisional Secretariat,80.126954,7.242735
Home Stay Units,HOLIDAY NEST,"20/1A, 3RD LANE,DALADAWATTA ROAD, THALPITIYA,WADDUWA",4,A,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.926281,6.675791
Home Stay Units,AURORA,"9/8, 1/1, DE SARAM ROAD, MOUNT LAVINIA.",7,A,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,79.8625913,6.8418553
Home Stay Units,VILLA SHADE,"ARUNA MAWATHA, KATANA ROAD, THIMBIRIGASKATUWA, NEGAMBO.",4,B,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,79.870338,7.232815
Home Stay Units,JULIYAN VILLA,"127/8, SANDUN UYANA, PILIMATALAWA.",4,A,Kandy,Kandy,Yatinuwara Divisional Secretariat,80.5507443,7.2569323
Home Stay Units,MISTY VIEW COTTAGE HOME STAY EXPERIANCE,"509/11,SANASA HOLIDAY RESORT, TOP PASS,KANDY ROAD, NUWARA ELIYA.",2,B,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.747958,6.9905755
Home Stay Units,MIHISARA LAKE VIEW,"MIHISARA LAKE VIEW, DEBARAWEWA, TISSAMAHARAMA.",2,C,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.2669863,6.2854503
Home Stay Units,DAN HOME,"909/10G, ADIKARAM MAWATHA, ETHUL KOTTE.",2,A,Colombo,Kotte Muncipal Council,Sri jayawadanapura,79.9010913,6.9033653
Home Stay Units,ALEX HOME STAY,"255/23C, DR. C.D.L.FERNANDO MW, KATUGASTOTA ROAD, KANDY.",1,A,Kandy,Kandy,Gagawata,80.6291315,7.31143
Home Stay Units,EESHANI GUEST INN,"22/3,POLICE STATION ROAD, ELLA.",5,C,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.046147,6.8752783
Home Stay Units,SEMINI HOLIDAY RESORT,"2ND LANE,MATHALE JUNCTION, ANURADHAPURA.",5,C,Anuradhapura,Mihintale Pradeshiya Sabha,Mihintale,80.4436319,8.3517912
Home Stay Units,LAHIRU PLACE,"119,ARUGAMBAY,POTTUVIL ,P/18.",4,C,Ampara,Ampara,Ampara Divisional Secretariat,81.833434,6.838767
Home Stay Units,BEACH VIEW CABANA,"90,ARUGAMBAY,POTTUVIL,P/18.",5,C,Ampara,Ampara,Ampara Divisional Secretariat,81.8283956,6.8428152
Home Stay Units,MID BAY GUEST HOUSE,"MEEZAN ROAD,ARUGAMBAY,POTTUVIL.",4,C,Ampara,Ampara,Pottuvil Divisional Secretariat,81.828499,6.8462378
Home Stay Units,NICE PLACE,"ARUGAMBAY,POTTUVIL.",3,C,Ampara,Ampara,Pottuvil Divisional Secretariat,81.8291893,6.8463593
Home Stay Units,MOON EYES BEACH HOTEL,"MAIN STREET,ARUGAMBAY,POTTUVIL.",8,C,Ampara,Ampara,Pottuvil Divisional Secretariat,81.8391081,6.8732789
Home Stay Units,FREEDOM BEACH GUEST HOUSE,"BEACH ROAD, ULLAI, POTTUVIL,ARUGAMBAY.",5,C,Ampara,Ampara,Pottuvil Divisional Secretariat,81.834852,6.839377
